model_key,Date,Order_Demand
Product_0620-Whse_J-Category_001,2012-02-22,10.0
Product_0620-Whse_J-Category_001,2012-02-23,50.0
Product_0620-Whse_J-Category_001,2012-02-24,23.0
Product_0620-Whse_J-Category_001,2012-02-27,84.0
Product_0620-Whse_J-Category_001,2012-02-28,58.0
Product_0620-Whse_J-Category_001,2012-02-29,158.0
Product_0620-Whse_J-Category_001,2012-03-01,36.0
Product_0620-Whse_J-Category_001,2012-03-02,92.0
Product_0620-Whse_J-Category_001,2012-03-05,109.0
Product_0620-Whse_J-Category_001,2012-03-06,48.0
Product_0620-Whse_J-Category_001,2012-03-07,43.0
Product_0620-Whse_J-Category_001,2012-03-08,4.0
Product_0620-Whse_J-Category_001,2012-03-09,11.0
Product_0620-Whse_J-Category_001,2012-03-12,14.0
Product_0620-Whse_J-Category_001,2012-03-13,47.0
Product_0620-Whse_J-Category_001,2012-03-14,41.0
Product_0620-Whse_J-Category_001,2012-03-15,10.0
Product_0620-Whse_J-Category_001,2012-03-16,35.0
Product_0620-Whse_J-Category_001,2012-03-19,17.0
Product_0620-Whse_J-Category_001,2012-03-21,16.0
Product_0620-Whse_J-Category_001,2012-03-22,13.0
Product_0620-Whse_J-Category_001,2012-03-23,18.0
Product_0620-Whse_J-Category_001,2012-03-26,26.0
Product_0620-Whse_J-Category_001,2012-03-27,3.0
Product_0620-Whse_J-Category_001,2012-03-28,18.0
Product_0620-Whse_J-Category_001,2012-03-29,2.0
Product_0620-Whse_J-Category_001,2012-03-30,33.0
Product_0620-Whse_J-Category_001,2012-04-01,1.0
Product_0620-Whse_J-Category_001,2012-04-02,19.0
Product_0620-Whse_J-Category_001,2012-04-03,16.0
Product_0620-Whse_J-Category_001,2012-04-04,29.0
Product_0620-Whse_J-Category_001,2012-04-05,67.0
Product_0620-Whse_J-Category_001,2012-04-06,16.0
Product_0620-Whse_J-Category_001,2012-04-08,2.0
Product_0620-Whse_J-Category_001,2012-04-09,112.0
Product_0620-Whse_J-Category_001,2012-04-10,158.0
Product_0620-Whse_J-Category_001,2012-04-11,19.0
Product_0620-Whse_J-Category_001,2012-04-12,3.0
Product_0620-Whse_J-Category_001,2012-04-13,11.0
Product_0620-Whse_J-Category_001,2012-04-15,2.0
Product_0620-Whse_J-Category_001,2012-04-16,22.0
Product_0620-Whse_J-Category_001,2012-04-17,17.0
Product_0620-Whse_J-Category_001,2012-04-18,31.0
Product_0620-Whse_J-Category_001,2012-04-19,3.0
Product_0620-Whse_J-Category_001,2012-04-20,45.0
Product_0620-Whse_J-Category_001,2012-04-23,16.0
Product_0620-Whse_J-Category_001,2012-04-24,245.0
Product_0620-Whse_J-Category_001,2012-04-25,50.0
Product_0620-Whse_J-Category_001,2012-04-26,16.0
Product_0620-Whse_J-Category_001,2012-04-27,22.0
Product_0620-Whse_J-Category_001,2012-05-01,19.0
Product_0620-Whse_J-Category_001,2012-05-02,70.0
Product_0620-Whse_J-Category_001,2012-05-07,5.0
Product_0620-Whse_J-Category_001,2012-05-08,32.0
Product_0620-Whse_J-Category_001,2012-05-09,53.0
Product_0620-Whse_J-Category_001,2012-05-10,9.0
Product_0620-Whse_J-Category_001,2012-05-11,25.0
Product_0620-Whse_J-Category_001,2012-05-14,8.0
Product_0620-Whse_J-Category_001,2012-05-15,14.0
Product_0620-Whse_J-Category_001,2012-05-16,12.0
Product_0620-Whse_J-Category_001,2012-05-17,31.0
Product_0620-Whse_J-Category_001,2012-05-18,8.0
Product_0620-Whse_J-Category_001,2012-05-21,64.0
Product_0620-Whse_J-Category_001,2012-05-22,9.0
Product_0620-Whse_J-Category_001,2012-05-23,54.0
Product_0620-Whse_J-Category_001,2012-05-24,28.0
Product_0620-Whse_J-Category_001,2012-05-25,14.0
Product_0620-Whse_J-Category_001,2012-05-28,18.0
Product_0620-Whse_J-Category_001,2012-05-29,11.0
Product_0620-Whse_J-Category_001,2012-05-30,10.0
Product_0620-Whse_J-Category_001,2012-05-31,24.0
Product_0620-Whse_J-Category_001,2012-06-01,25.0
Product_0620-Whse_J-Category_001,2012-06-04,26.0
Product_0620-Whse_J-Category_001,2012-06-05,12.0
Product_0620-Whse_J-Category_001,2012-06-06,6.0
Product_0620-Whse_J-Category_001,2012-06-07,16.0
Product_0620-Whse_J-Category_001,2012-06-08,57.0
Product_0620-Whse_J-Category_001,2012-06-11,26.0
Product_0620-Whse_J-Category_001,2012-06-12,155.0
Product_0620-Whse_J-Category_001,2012-06-13,5.0
Product_0620-Whse_J-Category_001,2012-06-14,10.0
Product_0620-Whse_J-Category_001,2012-06-15,36.0
Product_0620-Whse_J-Category_001,2012-06-18,23.0
Product_0620-Whse_J-Category_001,2012-06-19,20.0
Product_0620-Whse_J-Category_001,2012-06-20,18.0
Product_0620-Whse_J-Category_001,2012-06-21,16.0
Product_0620-Whse_J-Category_001,2012-06-22,11.0
Product_0620-Whse_J-Category_001,2012-06-25,66.0
Product_0620-Whse_J-Category_001,2012-06-26,28.0
Product_0620-Whse_J-Category_001,2012-06-27,7.0
Product_0620-Whse_J-Category_001,2012-06-28,70.0
Product_0620-Whse_J-Category_001,2012-06-29,38.0
Product_0620-Whse_J-Category_001,2012-07-02,67.0
Product_0620-Whse_J-Category_001,2012-07-03,10.0
Product_0620-Whse_J-Category_001,2012-07-04,81.0
Product_0620-Whse_J-Category_001,2012-07-05,21.0
Product_0620-Whse_J-Category_001,2012-07-06,16.0
Product_0620-Whse_J-Category_001,2012-07-09,3.0
Product_0620-Whse_J-Category_001,2012-07-10,21.0
Product_0620-Whse_J-Category_001,2012-07-11,5.0
Product_0620-Whse_J-Category_001,2012-07-12,7.0
Product_0620-Whse_J-Category_001,2012-07-13,5.0
Product_0620-Whse_J-Category_001,2012-07-17,54.0
Product_0620-Whse_J-Category_001,2012-07-18,29.0
Product_0620-Whse_J-Category_001,2012-07-19,19.0
Product_0620-Whse_J-Category_001,2012-07-20,18.0
Product_0620-Whse_J-Category_001,2012-07-23,26.0
Product_0620-Whse_J-Category_001,2012-07-24,19.0
Product_0620-Whse_J-Category_001,2012-07-25,91.0
Product_0620-Whse_J-Category_001,2012-07-26,12.0
Product_0620-Whse_J-Category_001,2012-07-27,52.0
Product_0620-Whse_J-Category_001,2012-07-30,24.0
Product_0620-Whse_J-Category_001,2012-07-31,31.0
Product_0620-Whse_J-Category_001,2012-08-01,17.0
Product_0620-Whse_J-Category_001,2012-08-02,19.0
Product_0620-Whse_J-Category_001,2012-08-03,103.0
Product_0620-Whse_J-Category_001,2012-08-06,31.0
Product_0620-Whse_J-Category_001,2012-08-07,24.0
Product_0620-Whse_J-Category_001,2012-08-08,3.0
Product_0620-Whse_J-Category_001,2012-08-09,3.0
Product_0620-Whse_J-Category_001,2012-08-10,7.0
Product_0620-Whse_J-Category_001,2012-08-15,4.0
Product_0620-Whse_J-Category_001,2012-08-16,1.0
Product_0620-Whse_J-Category_001,2012-08-17,5.0
Product_0620-Whse_J-Category_001,2012-08-20,16.0
Product_0620-Whse_J-Category_001,2012-08-21,43.0
Product_0620-Whse_J-Category_001,2012-08-22,40.0
Product_0620-Whse_J-Category_001,2012-08-23,2.0
Product_0620-Whse_J-Category_001,2012-08-24,13.0
Product_0620-Whse_J-Category_001,2012-08-25,2.0
Product_0620-Whse_J-Category_001,2012-08-27,6.0
Product_0620-Whse_J-Category_001,2012-08-28,26.0
Product_0620-Whse_J-Category_001,2012-08-29,28.0
Product_0620-Whse_J-Category_001,2012-08-30,26.0
Product_0620-Whse_J-Category_001,2012-08-31,37.0
Product_0620-Whse_J-Category_001,2012-09-02,2.0
Product_0620-Whse_J-Category_001,2012-09-03,22.0
Product_0620-Whse_J-Category_001,2012-09-04,14.0
Product_0620-Whse_J-Category_001,2012-09-05,12.0
Product_0620-Whse_J-Category_001,2012-09-06,38.0
Product_0620-Whse_J-Category_001,2012-09-07,18.0
Product_0620-Whse_J-Category_001,2012-09-10,39.0
Product_0620-Whse_J-Category_001,2012-09-11,4.0
Product_0620-Whse_J-Category_001,2012-09-12,34.0
Product_0620-Whse_J-Category_001,2012-09-13,24.0
Product_0620-Whse_J-Category_001,2012-09-14,25.0
Product_0620-Whse_J-Category_001,2012-09-18,7.0
Product_0620-Whse_J-Category_001,2012-09-19,16.0
Product_0620-Whse_J-Category_001,2012-09-20,100.0
Product_0620-Whse_J-Category_001,2012-09-21,8.0
Product_0620-Whse_J-Category_001,2012-09-24,28.0
Product_0620-Whse_J-Category_001,2012-09-25,3.0
Product_0620-Whse_J-Category_001,2012-09-26,14.0
Product_0620-Whse_J-Category_001,2012-09-27,8.0
Product_0620-Whse_J-Category_001,2012-09-28,37.0
Product_0620-Whse_J-Category_001,2012-10-01,32.0
Product_0620-Whse_J-Category_001,2012-10-02,14.0
Product_0620-Whse_J-Category_001,2012-10-03,28.0
Product_0620-Whse_J-Category_001,2012-10-04,17.0
Product_0620-Whse_J-Category_001,2012-10-05,22.0
Product_0620-Whse_J-Category_001,2012-10-09,7.0
Product_0620-Whse_J-Category_001,2012-10-10,18.0
Product_0620-Whse_J-Category_001,2012-10-11,35.0
Product_0620-Whse_J-Category_001,2012-10-12,17.0
Product_0620-Whse_J-Category_001,2012-10-15,35.0
Product_0620-Whse_J-Category_001,2012-10-16,42.0
Product_0620-Whse_J-Category_001,2012-10-17,23.0
Product_0620-Whse_J-Category_001,2012-10-18,6.0
Product_0620-Whse_J-Category_001,2012-10-19,39.0
Product_0620-Whse_J-Category_001,2012-10-22,33.0
Product_0620-Whse_J-Category_001,2012-10-23,12.0
Product_0620-Whse_J-Category_001,2012-10-24,12.0
Product_0620-Whse_J-Category_001,2012-10-25,26.0
Product_0620-Whse_J-Category_001,2012-10-26,11.0
Product_0620-Whse_J-Category_001,2012-10-29,15.0
Product_0620-Whse_J-Category_001,2012-10-30,6.0
Product_0620-Whse_J-Category_001,2012-10-31,6.0
Product_0620-Whse_J-Category_001,2012-11-01,10.0
Product_0620-Whse_J-Category_001,2012-11-02,11.0
Product_0620-Whse_J-Category_001,2012-11-05,25.0
Product_0620-Whse_J-Category_001,2012-11-06,32.0
Product_0620-Whse_J-Category_001,2012-11-07,21.0
Product_0620-Whse_J-Category_001,2012-11-08,9.0
Product_0620-Whse_J-Category_001,2012-11-09,22.0
Product_0620-Whse_J-Category_001,2012-11-12,12.0
Product_0620-Whse_J-Category_001,2012-11-13,6.0
Product_0620-Whse_J-Category_001,2012-11-14,26.0
Product_0620-Whse_J-Category_001,2012-11-15,50.0
Product_0620-Whse_J-Category_001,2012-11-16,34.0
Product_0620-Whse_J-Category_001,2012-11-19,1.0
Product_0620-Whse_J-Category_001,2012-11-20,67.0
Product_0620-Whse_J-Category_001,2012-11-21,24.0
Product_0620-Whse_J-Category_001,2012-11-22,28.0
Product_0620-Whse_J-Category_001,2012-11-26,42.0
Product_0620-Whse_J-Category_001,2012-11-27,17.0
Product_0620-Whse_J-Category_001,2012-11-28,21.0
Product_0620-Whse_J-Category_001,2012-11-29,3.0
Product_0620-Whse_J-Category_001,2012-11-30,28.0
Product_0620-Whse_J-Category_001,2012-12-03,25.0
Product_0620-Whse_J-Category_001,2012-12-04,8.0
Product_0620-Whse_J-Category_001,2012-12-05,60.0
Product_0620-Whse_J-Category_001,2012-12-06,6.0
Product_0620-Whse_J-Category_001,2012-12-07,18.0
Product_0620-Whse_J-Category_001,2012-12-10,6.0
Product_0620-Whse_J-Category_001,2012-12-11,14.0
Product_0620-Whse_J-Category_001,2012-12-12,18.0
Product_0620-Whse_J-Category_001,2012-12-13,33.0
Product_0620-Whse_J-Category_001,2012-12-14,14.0
Product_0620-Whse_J-Category_001,2012-12-17,14.0
Product_0620-Whse_J-Category_001,2012-12-18,24.0
Product_0620-Whse_J-Category_001,2012-12-19,95.0
Product_0620-Whse_J-Category_001,2012-12-20,40.0
Product_0620-Whse_J-Category_001,2012-12-21,38.0
Product_0620-Whse_J-Category_001,2012-12-25,28.0
Product_0620-Whse_J-Category_001,2012-12-26,33.0
Product_0620-Whse_J-Category_001,2012-12-27,15.0
Product_0620-Whse_J-Category_001,2012-12-28,1.0
Product_0620-Whse_J-Category_001,2013-01-07,43.0
Product_0620-Whse_J-Category_001,2013-01-08,14.0
Product_0620-Whse_J-Category_001,2013-01-09,7.0
Product_0620-Whse_J-Category_001,2013-01-10,32.0
Product_0620-Whse_J-Category_001,2013-01-11,5.0
Product_0620-Whse_J-Category_001,2013-01-15,21.0
Product_0620-Whse_J-Category_001,2013-01-16,21.0
Product_0620-Whse_J-Category_001,2013-01-17,61.0
Product_0620-Whse_J-Category_001,2013-01-18,26.0
Product_0620-Whse_J-Category_001,2013-01-21,39.0
Product_0620-Whse_J-Category_001,2013-01-22,45.0
Product_0620-Whse_J-Category_001,2013-01-23,109.0
Product_0620-Whse_J-Category_001,2013-01-24,18.0
Product_0620-Whse_J-Category_001,2013-01-25,13.0
Product_0620-Whse_J-Category_001,2013-01-28,34.0
Product_0620-Whse_J-Category_001,2013-01-29,11.0
Product_0620-Whse_J-Category_001,2013-01-30,26.0
Product_0620-Whse_J-Category_001,2013-01-31,42.0
Product_0620-Whse_J-Category_001,2013-02-01,3.0
Product_0620-Whse_J-Category_001,2013-02-04,13.0
Product_0620-Whse_J-Category_001,2013-02-05,29.0
Product_0620-Whse_J-Category_001,2013-02-06,23.0
Product_0620-Whse_J-Category_001,2013-02-07,19.0
Product_0620-Whse_J-Category_001,2013-02-08,37.0
Product_0620-Whse_J-Category_001,2013-02-12,40.0
Product_0620-Whse_J-Category_001,2013-02-13,18.0
Product_0620-Whse_J-Category_001,2013-02-14,14.0
Product_0620-Whse_J-Category_001,2013-02-15,17.0
Product_0620-Whse_J-Category_001,2013-02-18,17.0
Product_0620-Whse_J-Category_001,2013-02-19,39.0
Product_0620-Whse_J-Category_001,2013-02-20,1.0
Product_0620-Whse_J-Category_001,2013-02-21,16.0
Product_0620-Whse_J-Category_001,2013-02-22,15.0
Product_0620-Whse_J-Category_001,2013-02-25,30.0
Product_0620-Whse_J-Category_001,2013-02-26,17.0
Product_0620-Whse_J-Category_001,2013-02-27,26.0
Product_0620-Whse_J-Category_001,2013-02-28,33.0
Product_0620-Whse_J-Category_001,2013-03-01,21.0
Product_0620-Whse_J-Category_001,2013-03-04,14.0
Product_0620-Whse_J-Category_001,2013-03-05,26.0
Product_0620-Whse_J-Category_001,2013-03-06,6.0
Product_0620-Whse_J-Category_001,2013-03-07,15.0
Product_0620-Whse_J-Category_001,2013-03-08,38.0
Product_0620-Whse_J-Category_001,2013-03-11,5.0
Product_0620-Whse_J-Category_001,2013-03-12,19.0
Product_0620-Whse_J-Category_001,2013-03-13,20.0
Product_0620-Whse_J-Category_001,2013-03-14,38.0
Product_0620-Whse_J-Category_001,2013-03-15,15.0
Product_0620-Whse_J-Category_001,2013-03-18,10.0
Product_0620-Whse_J-Category_001,2013-03-19,36.0
Product_0620-Whse_J-Category_001,2013-03-21,45.0
Product_0620-Whse_J-Category_001,2013-03-22,108.0
Product_0620-Whse_J-Category_001,2013-03-25,61.0
Product_0620-Whse_J-Category_001,2013-03-26,20.0
Product_0620-Whse_J-Category_001,2013-03-27,15.0
Product_0620-Whse_J-Category_001,2013-03-28,29.0
Product_0620-Whse_J-Category_001,2013-03-29,46.0
Product_0620-Whse_J-Category_001,2013-04-01,46.0
Product_0620-Whse_J-Category_001,2013-04-02,20.0
Product_0620-Whse_J-Category_001,2013-04-03,20.0
Product_0620-Whse_J-Category_001,2013-04-04,26.0
Product_0620-Whse_J-Category_001,2013-04-05,12.0
Product_0620-Whse_J-Category_001,2013-04-08,27.0
Product_0620-Whse_J-Category_001,2013-04-09,21.0
Product_0620-Whse_J-Category_001,2013-04-10,29.0
Product_0620-Whse_J-Category_001,2013-04-11,28.0
Product_0620-Whse_J-Category_001,2013-04-12,14.0
Product_0620-Whse_J-Category_001,2013-04-15,27.0
Product_0620-Whse_J-Category_001,2013-04-16,29.0
Product_0620-Whse_J-Category_001,2013-04-17,25.0
Product_0620-Whse_J-Category_001,2013-04-18,42.0
Product_0620-Whse_J-Category_001,2013-04-19,3.0
Product_0620-Whse_J-Category_001,2013-04-22,26.0
Product_0620-Whse_J-Category_001,2013-04-23,59.0
Product_0620-Whse_J-Category_001,2013-04-24,5.0
Product_0620-Whse_J-Category_001,2013-04-25,6.0
Product_0620-Whse_J-Category_001,2013-04-26,14.0
Product_0620-Whse_J-Category_001,2013-04-30,22.0
Product_0620-Whse_J-Category_001,2013-05-01,10.0
Product_0620-Whse_J-Category_001,2013-05-02,17.0
Product_0620-Whse_J-Category_001,2013-05-07,16.0
Product_0620-Whse_J-Category_001,2013-05-08,7.0
Product_0620-Whse_J-Category_001,2013-05-09,24.0
Product_0620-Whse_J-Category_001,2013-05-10,37.0
Product_0620-Whse_J-Category_001,2013-05-13,4.0
Product_0620-Whse_J-Category_001,2013-05-14,22.0
Product_0620-Whse_J-Category_001,2013-05-15,14.0
Product_0620-Whse_J-Category_001,2013-05-16,12.0
Product_0620-Whse_J-Category_001,2013-05-17,27.0
Product_0620-Whse_J-Category_001,2013-05-20,24.0
Product_0620-Whse_J-Category_001,2013-05-21,37.0
Product_0620-Whse_J-Category_001,2013-05-22,68.0
Product_0620-Whse_J-Category_001,2013-05-23,6.0
Product_0620-Whse_J-Category_001,2013-05-24,13.0
Product_0620-Whse_J-Category_001,2013-05-27,20.0
Product_0620-Whse_J-Category_001,2013-05-28,64.0
Product_0620-Whse_J-Category_001,2013-05-29,20.0
Product_0620-Whse_J-Category_001,2013-05-30,4.0
Product_0620-Whse_J-Category_001,2013-05-31,23.0
Product_0620-Whse_J-Category_001,2013-06-03,22.0
Product_0620-Whse_J-Category_001,2013-06-04,20.0
Product_0620-Whse_J-Category_001,2013-06-05,17.0
Product_0620-Whse_J-Category_001,2013-06-06,32.0
Product_0620-Whse_J-Category_001,2013-06-07,41.0
Product_0620-Whse_J-Category_001,2013-06-10,43.0
Product_0620-Whse_J-Category_001,2013-06-11,41.0
Product_0620-Whse_J-Category_001,2013-06-12,42.0
Product_0620-Whse_J-Category_001,2013-06-13,7.0
Product_0620-Whse_J-Category_001,2013-06-14,26.0
Product_0620-Whse_J-Category_001,2013-06-17,30.0
Product_0620-Whse_J-Category_001,2013-06-18,11.0
Product_0620-Whse_J-Category_001,2013-06-19,19.0
Product_0620-Whse_J-Category_001,2013-06-20,16.0
Product_0620-Whse_J-Category_001,2013-06-21,34.0
Product_0620-Whse_J-Category_001,2013-06-24,31.0
Product_0620-Whse_J-Category_001,2013-06-25,30.0
Product_0620-Whse_J-Category_001,2013-06-26,17.0
Product_0620-Whse_J-Category_001,2013-06-27,9.0
Product_0620-Whse_J-Category_001,2013-06-28,127.0
Product_0620-Whse_J-Category_001,2013-07-01,32.0
Product_0620-Whse_J-Category_001,2013-07-02,29.0
Product_0620-Whse_J-Category_001,2013-07-03,26.0
Product_0620-Whse_J-Category_001,2013-07-04,43.0
Product_0620-Whse_J-Category_001,2013-07-05,19.0
Product_0620-Whse_J-Category_001,2013-07-08,37.0
Product_0620-Whse_J-Category_001,2013-07-09,8.0
Product_0620-Whse_J-Category_001,2013-07-10,7.0
Product_0620-Whse_J-Category_001,2013-07-11,21.0
Product_0620-Whse_J-Category_001,2013-07-12,3.0
Product_0620-Whse_J-Category_001,2013-07-16,3.0
Product_0620-Whse_J-Category_001,2013-07-17,37.0
Product_0620-Whse_J-Category_001,2013-07-18,21.0
Product_0620-Whse_J-Category_001,2013-07-19,17.0
Product_0620-Whse_J-Category_001,2013-07-22,31.0
Product_0620-Whse_J-Category_001,2013-07-23,20.0
Product_0620-Whse_J-Category_001,2013-07-24,24.0
Product_0620-Whse_J-Category_001,2013-07-25,68.0
Product_0620-Whse_J-Category_001,2013-07-26,16.0
Product_0620-Whse_J-Category_001,2013-07-29,4.0
Product_0620-Whse_J-Category_001,2013-07-30,20.0
Product_0620-Whse_J-Category_001,2013-07-31,30.0
Product_0620-Whse_J-Category_001,2013-08-01,37.0
Product_0620-Whse_J-Category_001,2013-08-02,13.0
Product_0620-Whse_J-Category_001,2013-08-05,9.0
Product_0620-Whse_J-Category_001,2013-08-06,10.0
Product_0620-Whse_J-Category_001,2013-08-07,15.0
Product_0620-Whse_J-Category_001,2013-08-08,35.0
Product_0620-Whse_J-Category_001,2013-08-09,22.0
Product_0620-Whse_J-Category_001,2013-08-12,25.0
Product_0620-Whse_J-Category_001,2013-08-13,7.0
Product_0620-Whse_J-Category_001,2013-08-16,54.0
Product_0620-Whse_J-Category_001,2013-08-19,7.0
Product_0620-Whse_J-Category_001,2013-08-20,22.0
Product_0620-Whse_J-Category_001,2013-08-21,58.0
Product_0620-Whse_J-Category_001,2013-08-22,16.0
Product_0620-Whse_J-Category_001,2013-08-23,16.0
Product_0620-Whse_J-Category_001,2013-08-26,15.0
Product_0620-Whse_J-Category_001,2013-08-27,27.0
Product_0620-Whse_J-Category_001,2013-08-28,22.0
Product_0620-Whse_J-Category_001,2013-08-29,21.0
Product_0620-Whse_J-Category_001,2013-08-30,21.0
Product_0620-Whse_J-Category_001,2013-09-02,70.0
Product_0620-Whse_J-Category_001,2013-09-03,47.0
Product_0620-Whse_J-Category_001,2013-09-04,11.0
Product_0620-Whse_J-Category_001,2013-09-05,26.0
Product_0620-Whse_J-Category_001,2013-09-06,40.0
Product_0620-Whse_J-Category_001,2013-09-09,20.0
Product_0620-Whse_J-Category_001,2013-09-10,11.0
Product_0620-Whse_J-Category_001,2013-09-11,7.0
Product_0620-Whse_J-Category_001,2013-09-12,30.0
Product_0620-Whse_J-Category_001,2013-09-13,41.0
Product_0620-Whse_J-Category_001,2013-09-17,12.0
Product_0620-Whse_J-Category_001,2013-09-18,31.0
Product_0620-Whse_J-Category_001,2013-09-19,50.0
Product_0620-Whse_J-Category_001,2013-09-20,45.0
Product_0620-Whse_J-Category_001,2013-09-24,48.0
Product_0620-Whse_J-Category_001,2013-09-25,35.0
Product_0620-Whse_J-Category_001,2013-09-26,41.0
Product_0620-Whse_J-Category_001,2013-09-27,41.0
Product_0620-Whse_J-Category_001,2013-09-30,28.0
Product_0620-Whse_J-Category_001,2013-10-01,36.0
Product_0620-Whse_J-Category_001,2013-10-02,25.0
Product_0620-Whse_J-Category_001,2013-10-03,18.0
Product_0620-Whse_J-Category_001,2013-10-04,40.0
Product_0620-Whse_J-Category_001,2013-10-07,7.0
Product_0620-Whse_J-Category_001,2013-10-08,11.0
Product_0620-Whse_J-Category_001,2013-10-09,53.0
Product_0620-Whse_J-Category_001,2013-10-10,23.0
Product_0620-Whse_J-Category_001,2013-10-11,34.0
Product_0620-Whse_J-Category_001,2013-10-15,10.0
Product_0620-Whse_J-Category_001,2013-10-16,20.0
Product_0620-Whse_J-Category_001,2013-10-17,31.0
Product_0620-Whse_J-Category_001,2013-10-18,14.0
Product_0620-Whse_J-Category_001,2013-10-21,13.0
Product_0620-Whse_J-Category_001,2013-10-22,22.0
Product_0620-Whse_J-Category_001,2013-10-23,47.0
Product_0620-Whse_J-Category_001,2013-10-24,71.0
Product_0620-Whse_J-Category_001,2013-10-25,17.0
Product_0620-Whse_J-Category_001,2013-10-28,24.0
Product_0620-Whse_J-Category_001,2013-10-29,28.0
Product_0620-Whse_J-Category_001,2013-10-30,12.0
Product_0620-Whse_J-Category_001,2013-10-31,50.0
Product_0620-Whse_J-Category_001,2013-11-01,14.0
Product_0620-Whse_J-Category_001,2013-11-05,35.0
Product_0620-Whse_J-Category_001,2013-11-06,18.0
Product_0620-Whse_J-Category_001,2013-11-07,19.0
Product_0620-Whse_J-Category_001,2013-11-08,42.0
Product_0620-Whse_J-Category_001,2013-11-11,32.0
Product_0620-Whse_J-Category_001,2013-11-12,13.0
Product_0620-Whse_J-Category_001,2013-11-13,38.0
Product_0620-Whse_J-Category_001,2013-11-14,18.0
Product_0620-Whse_J-Category_001,2013-11-15,12.0
Product_0620-Whse_J-Category_001,2013-11-17,11.0
Product_0620-Whse_J-Category_001,2013-11-18,35.0
Product_0620-Whse_J-Category_001,2013-11-19,14.0
Product_0620-Whse_J-Category_001,2013-11-20,3.0
Product_0620-Whse_J-Category_001,2013-11-21,58.0
Product_0620-Whse_J-Category_001,2013-11-22,39.0
Product_0620-Whse_J-Category_001,2013-11-25,11.0
Product_0620-Whse_J-Category_001,2013-11-26,6.0
Product_0620-Whse_J-Category_001,2013-11-27,22.0
Product_0620-Whse_J-Category_001,2013-11-28,31.0
Product_0620-Whse_J-Category_001,2013-11-29,68.0
Product_0620-Whse_J-Category_001,2013-12-02,38.0
Product_0620-Whse_J-Category_001,2013-12-03,51.0
Product_0620-Whse_J-Category_001,2013-12-04,19.0
Product_0620-Whse_J-Category_001,2013-12-05,39.0
Product_0620-Whse_J-Category_001,2013-12-06,24.0
Product_0620-Whse_J-Category_001,2013-12-09,18.0
Product_0620-Whse_J-Category_001,2013-12-10,10.0
Product_0620-Whse_J-Category_001,2013-12-11,42.0
Product_0620-Whse_J-Category_001,2013-12-12,94.0
Product_0620-Whse_J-Category_001,2013-12-13,72.0
Product_0620-Whse_J-Category_001,2013-12-16,13.0
Product_0620-Whse_J-Category_001,2013-12-17,110.0
Product_0620-Whse_J-Category_001,2013-12-18,67.0
Product_0620-Whse_J-Category_001,2013-12-19,50.0
Product_0620-Whse_J-Category_001,2013-12-20,36.0
Product_0620-Whse_J-Category_001,2013-12-24,38.0
Product_0620-Whse_J-Category_001,2013-12-25,25.0
Product_0620-Whse_J-Category_001,2013-12-26,60.0
Product_0620-Whse_J-Category_001,2014-01-06,42.0
Product_0620-Whse_J-Category_001,2014-01-07,28.0
