Date,Product_0620-Whse_J-Category_001,Product_1286-Whse_J-Category_019,Product_1287-Whse_J-Category_019,Product_1294-Whse_J-Category_019,Product_1295-Whse_J-Category_019,Product_1359-Whse_J-Category_019,Product_1377-Whse_J-Category_019,Product_1378-Whse_J-Category_019,Product_1382-Whse_J-Category_019,Product_1453-Whse_J-Category_019
2012-07-18 00:00:00.000000,29.0,46100.0,58200.0,117300.0,85000.0,785000.0,20100.0,44500.0,34000.0,16200.0
2012-07-19 00:00:00.000000,19.0,27000.0,25500.0,50400.0,64500.0,226000.0,25500.0,50000.0,20000.0,26200.0
2012-07-20 00:00:00.000000,18.0,31100.0,100100.0,12100.0,14400.0,294000.0,45300.0,40100.0,46000.0,45100.0
2012-07-21 00:00:00.000000,30.0,31350.0,49450.0,61125.0,61475.0,387250.0,30175.0,49975.0,39250.0,32450.0
2012-07-22 00:00:00.000000,30.0,31350.0,49450.0,61125.0,61475.0,387250.0,30175.0,49975.0,39250.0,32450.0
2012-07-23 00:00:00.000000,26.0,91000.0,35000.0,69200.0,90300.0,507000.0,71500.0,125500.0,95000.0,54500.0
2012-07-24 00:00:00.000000,19.0,52300.0,62000.0,37100.0,19000.0,285000.0,39300.0,14300.0,83200.0,49000.0
2012-07-25 00:00:00.000000,68.0,100100.0,40000.0,31200.0,36000.0,88000.0,50500.0,103000.0,21800.0,26000.0
2012-07-26 00:00:00.000000,12.0,94500.0,22000.0,51700.0,126000.0,158000.0,46000.0,43000.0,9000.0,42300.0
2012-07-27 00:00:00.000000,52.0,32000.0,12000.0,107000.0,12000.0,286000.0,36500.0,46000.0,26000.0,22300.0
2012-07-28 00:00:00.000000,35.4,73980.0,34200.0,59240.0,56660.0,264800.0,48760.0,66360.0,47000.0,38820.0
2012-07-29 00:00:00.000000,35.4,73980.0,34200.0,59240.0,56660.0,264800.0,48760.0,66360.0,47000.0,38820.0
2012-07-30 00:00:00.000000,24.0,66000.0,10000.0,36100.0,63000.0,194000.0,28000.0,40300.0,29600.0,48100.0
