,model_key,Date,Order_Demand
151,Product_0620-Whse_J-Category_001,2012-06-04 00:00:00.000000,26.0
152,Product_0620-Whse_J-Category_001,2012-06-05 00:00:00.000000,12.0
153,Product_0620-Whse_J-Category_001,2012-06-06 00:00:00.000000,6.0
154,Product_0620-Whse_J-Category_001,2012-06-07 00:00:00.000000,16.0
155,Product_0620-Whse_J-Category_001,2012-06-08 00:00:00.000000,57.0
156,Product_0620-Whse_J-Category_001,2012-06-09 00:00:00.000000,23.4
157,Product_0620-Whse_J-Category_001,2012-06-10 00:00:00.000000,23.4
158,Product_0620-Whse_J-Category_001,2012-06-11 00:00:00.000000,26.0
159,Product_0620-Whse_J-Category_001,2012-06-12 00:00:00.000000,68.0
160,Product_0620-Whse_J-Category_001,2012-06-13 00:00:00.000000,5.0
161,Product_0620-Whse_J-Category_001,2012-06-14 00:00:00.000000,10.0
162,Product_0620-Whse_J-Category_001,2012-06-15 00:00:00.000000,36.0
163,Product_0620-Whse_J-Category_001,2012-06-16 00:00:00.000000,29.0
164,Product_0620-Whse_J-Category_001,2012-06-17 00:00:00.000000,29.0
165,Product_0620-Whse_J-Category_001,2012-06-18 00:00:00.000000,23.0
166,Product_0620-Whse_J-Category_001,2012-06-19 00:00:00.000000,20.0
167,Product_0620-Whse_J-Category_001,2012-06-20 00:00:00.000000,18.0
168,Product_0620-Whse_J-Category_001,2012-06-21 00:00:00.000000,16.0
169,Product_0620-Whse_J-Category_001,2012-06-22 00:00:00.000000,11.0
170,Product_0620-Whse_J-Category_001,2012-06-23 00:00:00.000000,17.6
171,Product_0620-Whse_J-Category_001,2012-06-24 00:00:00.000000,17.6
172,Product_0620-Whse_J-Category_001,2012-06-25 00:00:00.000000,66.0
173,Product_0620-Whse_J-Category_001,2012-06-26 00:00:00.000000,28.0
174,Product_0620-Whse_J-Category_001,2012-06-27 00:00:00.000000,7.0
175,Product_0620-Whse_J-Category_001,2012-06-28 00:00:00.000000,68.0
176,Product_0620-Whse_J-Category_001,2012-06-29 00:00:00.000000,38.0
177,Product_0620-Whse_J-Category_001,2012-06-30 00:00:00.000000,41.4
178,Product_0620-Whse_J-Category_001,2012-07-01 00:00:00.000000,41.4
179,Product_0620-Whse_J-Category_001,2012-07-02 00:00:00.000000,67.0
180,Product_0620-Whse_J-Category_001,2012-07-03 00:00:00.000000,10.0
181,Product_0620-Whse_J-Category_001,2012-07-04 00:00:00.000000,68.0
182,Product_0620-Whse_J-Category_001,2012-07-05 00:00:00.000000,21.0
183,Product_0620-Whse_J-Category_001,2012-07-06 00:00:00.000000,16.0
184,Product_0620-Whse_J-Category_001,2012-07-07 00:00:00.000000,36.4
185,Product_0620-Whse_J-Category_001,2012-07-08 00:00:00.000000,36.4
186,Product_0620-Whse_J-Category_001,2012-07-09 00:00:00.000000,3.0
187,Product_0620-Whse_J-Category_001,2012-07-10 00:00:00.000000,21.0
188,Product_0620-Whse_J-Category_001,2012-07-11 00:00:00.000000,5.0
189,Product_0620-Whse_J-Category_001,2012-07-12 00:00:00.000000,7.0
190,Product_0620-Whse_J-Category_001,2012-07-13 00:00:00.000000,5.0
191,Product_0620-Whse_J-Category_001,2012-07-14 00:00:00.000000,8.2
192,Product_0620-Whse_J-Category_001,2012-07-15 00:00:00.000000,8.2
193,Product_0620-Whse_J-Category_001,2012-07-16 00:00:00.000000,9.5
194,Product_0620-Whse_J-Category_001,2012-07-17 00:00:00.000000,54.0
195,Product_0620-Whse_J-Category_001,2012-07-18 00:00:00.000000,29.0
196,Product_0620-Whse_J-Category_001,2012-07-19 00:00:00.000000,19.0
197,Product_0620-Whse_J-Category_001,2012-07-20 00:00:00.000000,18.0
198,Product_0620-Whse_J-Category_001,2012-07-21 00:00:00.000000,30.0
199,Product_0620-Whse_J-Category_001,2012-07-22 00:00:00.000000,30.0
200,Product_0620-Whse_J-Category_001,2012-07-23 00:00:00.000000,26.0
201,Product_0620-Whse_J-Category_001,2012-07-24 00:00:00.000000,19.0
202,Product_0620-Whse_J-Category_001,2012-07-25 00:00:00.000000,68.0
203,Product_0620-Whse_J-Category_001,2012-07-26 00:00:00.000000,12.0
204,Product_0620-Whse_J-Category_001,2012-07-27 00:00:00.000000,52.0
205,Product_0620-Whse_J-Category_001,2012-07-28 00:00:00.000000,35.4
206,Product_0620-Whse_J-Category_001,2012-07-29 00:00:00.000000,35.4
207,Product_0620-Whse_J-Category_001,2012-07-30 00:00:00.000000,24.0
208,Product_0620-Whse_J-Category_001,2012-07-31 00:00:00.000000,31.0
209,Product_0620-Whse_J-Category_001,2012-08-01 00:00:00.000000,17.0
210,Product_0620-Whse_J-Category_001,2012-08-02 00:00:00.000000,19.0
211,Product_0620-Whse_J-Category_001,2012-08-03 00:00:00.000000,68.0
212,Product_0620-Whse_J-Category_001,2012-08-04 00:00:00.000000,31.8
213,Product_0620-Whse_J-Category_001,2012-08-05 00:00:00.000000,31.8
214,Product_0620-Whse_J-Category_001,2012-08-06 00:00:00.000000,31.0
215,Product_0620-Whse_J-Category_001,2012-08-07 00:00:00.000000,24.0
216,Product_0620-Whse_J-Category_001,2012-08-08 00:00:00.000000,3.0
217,Product_0620-Whse_J-Category_001,2012-08-09 00:00:00.000000,3.0
218,Product_0620-Whse_J-Category_001,2012-08-10 00:00:00.000000,7.0
219,Product_0620-Whse_J-Category_001,2012-08-11 00:00:00.000000,13.6
220,Product_0620-Whse_J-Category_001,2012-08-12 00:00:00.000000,13.6
221,Product_0620-Whse_J-Category_001,2012-08-13 00:00:00.000000,9.25
222,Product_0620-Whse_J-Category_001,2012-08-14 00:00:00.000000,4.333333333333333
223,Product_0620-Whse_J-Category_001,2012-08-15 00:00:00.000000,4.0
224,Product_0620-Whse_J-Category_001,2012-08-16 00:00:00.000000,1.0
225,Product_0620-Whse_J-Category_001,2012-08-17 00:00:00.000000,5.0
226,Product_0620-Whse_J-Category_001,2012-08-18 00:00:00.000000,3.3333333333333335
227,Product_0620-Whse_J-Category_001,2012-08-19 00:00:00.000000,3.3333333333333335
228,Product_0620-Whse_J-Category_001,2012-08-20 00:00:00.000000,16.0
229,Product_0620-Whse_J-Category_001,2012-08-21 00:00:00.000000,43.0
230,Product_0620-Whse_J-Category_001,2012-08-22 00:00:00.000000,40.0
231,Product_0620-Whse_J-Category_001,2012-08-23 00:00:00.000000,2.0
232,Product_0620-Whse_J-Category_001,2012-08-24 00:00:00.000000,13.0
233,Product_0620-Whse_J-Category_001,2012-08-25 00:00:00.000000,2.0
234,Product_0620-Whse_J-Category_001,2012-08-26 00:00:00.000000,19.333333333333332
235,Product_0620-Whse_J-Category_001,2012-08-27 00:00:00.000000,6.0
236,Product_0620-Whse_J-Category_001,2012-08-28 00:00:00.000000,26.0
237,Product_0620-Whse_J-Category_001,2012-08-29 00:00:00.000000,28.0
238,Product_0620-Whse_J-Category_001,2012-08-30 00:00:00.000000,26.0
239,Product_0620-Whse_J-Category_001,2012-08-31 00:00:00.000000,37.0
240,Product_0620-Whse_J-Category_001,2012-09-01 00:00:00.000000,24.6
241,Product_0620-Whse_J-Category_001,2012-09-02 00:00:00.000000,2.0
242,Product_0620-Whse_J-Category_001,2012-09-03 00:00:00.000000,22.0
243,Product_0620-Whse_J-Category_001,2012-09-04 00:00:00.000000,14.0
244,Product_0620-Whse_J-Category_001,2012-09-05 00:00:00.000000,12.0
245,Product_0620-Whse_J-Category_001,2012-09-06 00:00:00.000000,38.0
246,Product_0620-Whse_J-Category_001,2012-09-07 00:00:00.000000,18.0
247,Product_0620-Whse_J-Category_001,2012-09-08 00:00:00.000000,17.666666666666668
248,Product_0620-Whse_J-Category_001,2012-09-09 00:00:00.000000,20.8
249,Product_0620-Whse_J-Category_001,2012-09-10 00:00:00.000000,39.0
250,Product_0620-Whse_J-Category_001,2012-09-11 00:00:00.000000,4.0
251,Product_0620-Whse_J-Category_001,2012-09-12 00:00:00.000000,34.0
252,Product_0620-Whse_J-Category_001,2012-09-13 00:00:00.000000,24.0
253,Product_0620-Whse_J-Category_001,2012-09-14 00:00:00.000000,25.0
254,Product_0620-Whse_J-Category_001,2012-09-15 00:00:00.000000,25.2
255,Product_0620-Whse_J-Category_001,2012-09-16 00:00:00.000000,25.2
256,Product_0620-Whse_J-Category_001,2012-09-17 00:00:00.000000,21.75
257,Product_0620-Whse_J-Category_001,2012-09-18 00:00:00.000000,7.0
258,Product_0620-Whse_J-Category_001,2012-09-19 00:00:00.000000,16.0
259,Product_0620-Whse_J-Category_001,2012-09-20 00:00:00.000000,68.0
260,Product_0620-Whse_J-Category_001,2012-09-21 00:00:00.000000,8.0
261,Product_0620-Whse_J-Category_001,2012-09-22 00:00:00.000000,24.75
262,Product_0620-Whse_J-Category_001,2012-09-23 00:00:00.000000,24.75
263,Product_0620-Whse_J-Category_001,2012-09-24 00:00:00.000000,28.0
264,Product_0620-Whse_J-Category_001,2012-09-25 00:00:00.000000,3.0
265,Product_0620-Whse_J-Category_001,2012-09-26 00:00:00.000000,14.0
266,Product_0620-Whse_J-Category_001,2012-09-27 00:00:00.000000,8.0
267,Product_0620-Whse_J-Category_001,2012-09-28 00:00:00.000000,37.0
268,Product_0620-Whse_J-Category_001,2012-09-29 00:00:00.000000,18.0
269,Product_0620-Whse_J-Category_001,2012-09-30 00:00:00.000000,18.0
270,Product_0620-Whse_J-Category_001,2012-10-01 00:00:00.000000,32.0
271,Product_0620-Whse_J-Category_001,2012-10-02 00:00:00.000000,14.0
272,Product_0620-Whse_J-Category_001,2012-10-03 00:00:00.000000,28.0
273,Product_0620-Whse_J-Category_001,2012-10-04 00:00:00.000000,17.0
274,Product_0620-Whse_J-Category_001,2012-10-05 00:00:00.000000,22.0
275,Product_0620-Whse_J-Category_001,2012-10-06 00:00:00.000000,22.6
276,Product_0620-Whse_J-Category_001,2012-10-07 00:00:00.000000,22.6
277,Product_0620-Whse_J-Category_001,2012-10-08 00:00:00.000000,20.25
278,Product_0620-Whse_J-Category_001,2012-10-09 00:00:00.000000,7.0
279,Product_0620-Whse_J-Category_001,2012-10-10 00:00:00.000000,18.0
280,Product_0620-Whse_J-Category_001,2012-10-11 00:00:00.000000,35.0
281,Product_0620-Whse_J-Category_001,2012-10-12 00:00:00.000000,17.0
282,Product_0620-Whse_J-Category_001,2012-10-13 00:00:00.000000,19.25
283,Product_0620-Whse_J-Category_001,2012-10-14 00:00:00.000000,19.25
284,Product_0620-Whse_J-Category_001,2012-10-15 00:00:00.000000,35.0
285,Product_0620-Whse_J-Category_001,2012-10-16 00:00:00.000000,42.0
286,Product_0620-Whse_J-Category_001,2012-10-17 00:00:00.000000,23.0
287,Product_0620-Whse_J-Category_001,2012-10-18 00:00:00.000000,6.0
288,Product_0620-Whse_J-Category_001,2012-10-19 00:00:00.000000,39.0
289,Product_0620-Whse_J-Category_001,2012-10-20 00:00:00.000000,29.0
290,Product_0620-Whse_J-Category_001,2012-10-21 00:00:00.000000,29.0
291,Product_0620-Whse_J-Category_001,2012-10-22 00:00:00.000000,33.0
292,Product_0620-Whse_J-Category_001,2012-10-23 00:00:00.000000,12.0
293,Product_0620-Whse_J-Category_001,2012-10-24 00:00:00.000000,12.0
294,Product_0620-Whse_J-Category_001,2012-10-25 00:00:00.000000,26.0
295,Product_0620-Whse_J-Category_001,2012-10-26 00:00:00.000000,11.0
296,Product_0620-Whse_J-Category_001,2012-10-27 00:00:00.000000,18.8
297,Product_0620-Whse_J-Category_001,2012-10-28 00:00:00.000000,18.8
298,Product_0620-Whse_J-Category_001,2012-10-29 00:00:00.000000,15.0
299,Product_0620-Whse_J-Category_001,2012-10-30 00:00:00.000000,6.0
300,Product_0620-Whse_J-Category_001,2012-10-31 00:00:00.000000,6.0
301,Product_0620-Whse_J-Category_001,2012-11-01 00:00:00.000000,10.0
302,Product_0620-Whse_J-Category_001,2012-11-02 00:00:00.000000,11.0
303,Product_0620-Whse_J-Category_001,2012-11-03 00:00:00.000000,9.6
304,Product_0620-Whse_J-Category_001,2012-11-04 00:00:00.000000,9.6
305,Product_0620-Whse_J-Category_001,2012-11-05 00:00:00.000000,25.0
306,Product_0620-Whse_J-Category_001,2012-11-06 00:00:00.000000,32.0
307,Product_0620-Whse_J-Category_001,2012-11-07 00:00:00.000000,21.0
308,Product_0620-Whse_J-Category_001,2012-11-08 00:00:00.000000,9.0
309,Product_0620-Whse_J-Category_001,2012-11-09 00:00:00.000000,22.0
310,Product_0620-Whse_J-Category_001,2012-11-10 00:00:00.000000,21.8
311,Product_0620-Whse_J-Category_001,2012-11-11 00:00:00.000000,21.8
312,Product_0620-Whse_J-Category_001,2012-11-12 00:00:00.000000,12.0
313,Product_0620-Whse_J-Category_001,2012-11-13 00:00:00.000000,6.0
314,Product_0620-Whse_J-Category_001,2012-11-14 00:00:00.000000,26.0
315,Product_0620-Whse_J-Category_001,2012-11-15 00:00:00.000000,50.0
316,Product_0620-Whse_J-Category_001,2012-11-16 00:00:00.000000,34.0
317,Product_0620-Whse_J-Category_001,2012-11-17 00:00:00.000000,25.6
318,Product_0620-Whse_J-Category_001,2012-11-18 00:00:00.000000,25.6
319,Product_0620-Whse_J-Category_001,2012-11-19 00:00:00.000000,1.0
320,Product_0620-Whse_J-Category_001,2012-11-20 00:00:00.000000,67.0
321,Product_0620-Whse_J-Category_001,2012-11-21 00:00:00.000000,24.0
322,Product_0620-Whse_J-Category_001,2012-11-22 00:00:00.000000,28.0
323,Product_0620-Whse_J-Category_001,2012-11-23 00:00:00.000000,30.0
324,Product_0620-Whse_J-Category_001,2012-11-24 00:00:00.000000,30.0
325,Product_0620-Whse_J-Category_001,2012-11-25 00:00:00.000000,30.0
326,Product_0620-Whse_J-Category_001,2012-11-26 00:00:00.000000,42.0
327,Product_0620-Whse_J-Category_001,2012-11-27 00:00:00.000000,17.0
328,Product_0620-Whse_J-Category_001,2012-11-28 00:00:00.000000,21.0
329,Product_0620-Whse_J-Category_001,2012-11-29 00:00:00.000000,3.0
330,Product_0620-Whse_J-Category_001,2012-11-30 00:00:00.000000,28.0
331,Product_0620-Whse_J-Category_001,2012-12-01 00:00:00.000000,22.2
332,Product_0620-Whse_J-Category_001,2012-12-02 00:00:00.000000,22.2
333,Product_0620-Whse_J-Category_001,2012-12-03 00:00:00.000000,25.0
334,Product_0620-Whse_J-Category_001,2012-12-04 00:00:00.000000,8.0
335,Product_0620-Whse_J-Category_001,2012-12-05 00:00:00.000000,60.0
336,Product_0620-Whse_J-Category_001,2012-12-06 00:00:00.000000,6.0
337,Product_0620-Whse_J-Category_001,2012-12-07 00:00:00.000000,18.0
338,Product_0620-Whse_J-Category_001,2012-12-08 00:00:00.000000,23.4
339,Product_0620-Whse_J-Category_001,2012-12-09 00:00:00.000000,23.4
340,Product_0620-Whse_J-Category_001,2012-12-10 00:00:00.000000,6.0
341,Product_0620-Whse_J-Category_001,2012-12-11 00:00:00.000000,14.0
342,Product_0620-Whse_J-Category_001,2012-12-12 00:00:00.000000,18.0
343,Product_0620-Whse_J-Category_001,2012-12-13 00:00:00.000000,33.0
344,Product_0620-Whse_J-Category_001,2012-12-14 00:00:00.000000,14.0
345,Product_0620-Whse_J-Category_001,2012-12-15 00:00:00.000000,17.0
346,Product_0620-Whse_J-Category_001,2012-12-16 00:00:00.000000,17.0
347,Product_0620-Whse_J-Category_001,2012-12-17 00:00:00.000000,14.0
348,Product_0620-Whse_J-Category_001,2012-12-18 00:00:00.000000,24.0
349,Product_0620-Whse_J-Category_001,2012-12-19 00:00:00.000000,68.0
350,Product_0620-Whse_J-Category_001,2012-12-20 00:00:00.000000,40.0
351,Product_0620-Whse_J-Category_001,2012-12-21 00:00:00.000000,38.0
352,Product_0620-Whse_J-Category_001,2012-12-22 00:00:00.000000,36.8
353,Product_0620-Whse_J-Category_001,2012-12-23 00:00:00.000000,36.8
354,Product_0620-Whse_J-Category_001,2012-12-24 00:00:00.000000,42.5
355,Product_0620-Whse_J-Category_001,2012-12-25 00:00:00.000000,28.0
356,Product_0620-Whse_J-Category_001,2012-12-26 00:00:00.000000,33.0
